"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем, что поле поиска отображается на экране докладов.","2565","Поле поиска докладов видимо","tests.talks","Sun Mar 08 18:46:54 UTC 2026","passed","Sun Mar 08 18:46:57 UTC 2026","TestTalksList","test_talks_list","",""
"
        Проверяем переход с главной на экран докладов.

        1. Убеждаемся, что мы на главной (screen_home видим)
        2. Тапаем на таб ""Доклады"" в bottom navigation
        3. Проверяем, что экран докладов загрузился (screen_talks_list видим)
        ","2827","Навигация: Главная → Доклады","tests.navigation","Sun Mar 08 18:46:30 UTC 2026","passed","Sun Mar 08 18:46:33 UTC 2026","TestBottomNavigation","test_navigation","",""
"Проверяем, что главный экран отображается после запуска приложения.","1544","Главный экран загружается","tests.home","Sun Mar 08 18:45:53 UTC 2026","passed","Sun Mar 08 18:45:55 UTC 2026","TestHomeScreen","test_home","",""
"
        Проверяем, что все 4 кнопки контактов отображаются:
        Telegram, LinkedIn, GitHub, Email.
        ","2620","Кнопки контактов видимы","tests.contacts","Sun Mar 08 18:45:41 UTC 2026","passed","Sun Mar 08 18:45:43 UTC 2026","TestContactsScreen","test_contacts","",""
"Проверяем, что кнопка перехода к докладам отображается.","3867","Кнопка 'Все доклады' видима в hero","tests.home","Sun Mar 08 18:46:08 UTC 2026","passed","Sun Mar 08 18:46:12 UTC 2026","TestHomeScreen","test_home","",""
"
        Проверяем кнопку ""Назад"" на экране деталей доклада.

        1. Открываем детали доклада
        2. Нажимаем ""Назад""
        3. Проверяем, что вернулись к списку докладов
        ","4088","Возврат из деталей доклада в список","tests.talks","Sun Mar 08 18:47:12 UTC 2026","passed","Sun Mar 08 18:47:17 UTC 2026","TestTalksList","test_talks_list","",""
"
        Проверяем видимость секций ""Обо мне"" и ""Стек"".

        Секции расположены ниже viewport'а — используем scroll_to
        для нативного скролла к элементу через UiScrollable.
        ","12323","Секции главной страницы видимы после скролла","tests.home","Sun Mar 08 18:46:15 UTC 2026","passed","Sun Mar 08 18:46:27 UTC 2026","TestHomeScreen","test_home","",""
"
        Проверяем, что поиск фильтрует список докладов.

        1. Переходим на экран докладов
        2. Вводим ""Python"" в поле поиска
        3. Проверяем, что карточка доклада про Python видна
        ","2866","Поиск доклада по названию","tests.talks","Sun Mar 08 18:47:00 UTC 2026","passed","Sun Mar 08 18:47:03 UTC 2026","TestTalksList","test_talks_list","",""
"Проверяем переход с главной на экран контактов.","2739","Навигация: Главная → Контакты","tests.navigation","Sun Mar 08 18:46:36 UTC 2026","passed","Sun Mar 08 18:46:39 UTC 2026","TestBottomNavigation","test_navigation","",""
"
        Проверяем, что можно вернуться на главную после перехода на доклады.

        1. Переходим на Доклады
        2. Возвращаемся на Главную
        3. Проверяем, что главный экран снова видим
        ","3383","Навигация: Доклады → Главная (возврат)","tests.navigation","Sun Mar 08 18:46:42 UTC 2026","passed","Sun Mar 08 18:46:45 UTC 2026","TestBottomNavigation","test_navigation","",""
"Проверяем видимость роли (Automation QA Engineer) в hero.","1647","Роль QA отображается в hero-карточке","tests.home","Sun Mar 08 18:46:03 UTC 2026","passed","Sun Mar 08 18:46:05 UTC 2026","TestHomeScreen","test_home","",""
"
        Проверяем, что при нажатии на кнопку Telegram
        открывается CAPTCHA-диалог с математической задачей.

        CAPTCHA защищает контакты от спам-ботов.
        ","3881","CAPTCHA открывается при нажатии на Telegram","tests.contacts","Sun Mar 08 18:45:46 UTC 2026","passed","Sun Mar 08 18:45:50 UTC 2026","TestContactsScreen","test_contacts","",""
"
        Проверяем, что список докладов загружается и отображает карточки.

        1. Переходим на экран докладов через bottom nav
        2. Проверяем видимость заголовка и списка
        ","2620","Список докладов отображается","tests.talks","Sun Mar 08 18:46:49 UTC 2026","passed","Sun Mar 08 18:46:51 UTC 2026","TestTalksList","test_talks_list","",""
"Проверяем, что слоган отображается в hero-карточке.","1528","Слоган отображается на главной","tests.home","Sun Mar 08 18:45:58 UTC 2026","passed","Sun Mar 08 18:46:00 UTC 2026","TestHomeScreen","test_home","",""
"
        Проверяем переход к деталям доклада.

        1. Переходим на экран докладов
        2. Тапаем на карточку доклада
        3. Проверяем, что открылся экран деталей с заголовком
        ","3399","Открытие деталей доклада из списка","tests.talks","Sun Mar 08 18:47:06 UTC 2026","passed","Sun Mar 08 18:47:09 UTC 2026","TestTalksList","test_talks_list","",""
"Проверяем, что экран контактов отображается.","2394","Экран контактов загружается","tests.contacts","Sun Mar 08 18:45:35 UTC 2026","passed","Sun Mar 08 18:45:37 UTC 2026","TestContactsScreen","test_contacts","",""
