"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем, что слоган отображается в hero-карточке.","1547","Слоган отображается на главной","tests.home","Sun Mar 08 19:01:31 UTC 2026","passed","Sun Mar 08 19:01:33 UTC 2026","TestHomeScreen","test_home","",""
"Проверяем, что поле поиска отображается на экране докладов.","2492","Поле поиска докладов видимо","tests.talks","Sun Mar 08 19:02:30 UTC 2026","passed","Sun Mar 08 19:02:32 UTC 2026","TestTalksList","test_talks_list","",""
"
        Проверяем кнопку ""Назад"" на экране деталей доклада.

        1. Открываем детали доклада
        2. Нажимаем ""Назад""
        3. Проверяем, что вернулись к списку докладов
        ","4156","Возврат из деталей доклада в список","tests.talks","Sun Mar 08 19:02:48 UTC 2026","passed","Sun Mar 08 19:02:52 UTC 2026","TestTalksList","test_talks_list","",""
"Проверяем переход с главной на экран контактов.","2756","Навигация: Главная → Контакты","tests.navigation","Sun Mar 08 19:02:11 UTC 2026","passed","Sun Mar 08 19:02:14 UTC 2026","TestBottomNavigation","test_navigation","",""
"
        Проверяем, что можно вернуться на главную после перехода на доклады.

        1. Переходим на Доклады
        2. Возвращаемся на Главную
        3. Проверяем, что главный экран снова видим
        ","3514","Навигация: Доклады → Главная (возврат)","tests.navigation","Sun Mar 08 19:02:17 UTC 2026","passed","Sun Mar 08 19:02:20 UTC 2026","TestBottomNavigation","test_navigation","",""
"
        Проверяем, что список докладов загружается и отображает карточки.

        1. Переходим на экран докладов через bottom nav
        2. Проверяем видимость заголовка и списка
        ","3209","Список докладов отображается","tests.talks","Sun Mar 08 19:02:24 UTC 2026","passed","Sun Mar 08 19:02:27 UTC 2026","TestTalksList","test_talks_list","",""
"
        Проверяем переход с главной на экран докладов.

        1. Убеждаемся, что мы на главной (screen_home видим)
        2. Тапаем на таб ""Доклады"" в bottom navigation
        3. Проверяем, что экран докладов загрузился (screen_talks_list видим)
        ","2785","Навигация: Главная → Доклады","tests.navigation","Sun Mar 08 19:02:05 UTC 2026","passed","Sun Mar 08 19:02:08 UTC 2026","TestBottomNavigation","test_navigation","",""
"
        Проверяем, что все 4 кнопки контактов отображаются:
        Telegram, LinkedIn, GitHub, Email.
        ","2647","Кнопки контактов видимы","tests.contacts","Sun Mar 08 19:01:13 UTC 2026","passed","Sun Mar 08 19:01:16 UTC 2026","TestContactsScreen","test_contacts","",""
"Проверяем, что главный экран отображается после запуска приложения.","1588","Главный экран загружается","tests.home","Sun Mar 08 19:01:26 UTC 2026","passed","Sun Mar 08 19:01:28 UTC 2026","TestHomeScreen","test_home","",""
"
        Проверяем видимость секций ""Обо мне"" и ""Стек"".

        Секции расположены ниже viewport'а — используем scroll_to
        для нативного скролла к элементу через UiScrollable.
        ","13230","Секции главной страницы видимы после скролла","tests.home","Sun Mar 08 19:01:48 UTC 2026","passed","Sun Mar 08 19:02:02 UTC 2026","TestHomeScreen","test_home","",""
"
        Проверяем, что при нажатии на кнопку Telegram
        открывается CAPTCHA-диалог с математической задачей.

        CAPTCHA защищает контакты от спам-ботов.
        ","3979","CAPTCHA открывается при нажатии на Telegram","tests.contacts","Sun Mar 08 19:01:19 UTC 2026","passed","Sun Mar 08 19:01:23 UTC 2026","TestContactsScreen","test_contacts","",""
"Проверяем, что экран контактов отображается.","2471","Экран контактов загружается","tests.contacts","Sun Mar 08 19:01:07 UTC 2026","passed","Sun Mar 08 19:01:10 UTC 2026","TestContactsScreen","test_contacts","",""
"
        Проверяем, что поиск фильтрует список докладов.

        1. Переходим на экран докладов
        2. Вводим ""Python"" в поле поиска
        3. Проверяем, что карточка доклада про Python видна
        ","2792","Поиск доклада по названию","tests.talks","Sun Mar 08 19:02:36 UTC 2026","passed","Sun Mar 08 19:02:38 UTC 2026","TestTalksList","test_talks_list","",""
"Проверяем видимость роли (Automation QA Engineer) в hero.","1640","Роль QA отображается в hero-карточке","tests.home","Sun Mar 08 19:01:36 UTC 2026","passed","Sun Mar 08 19:01:38 UTC 2026","TestHomeScreen","test_home","",""
"
        Проверяем переход к деталям доклада.

        1. Переходим на экран докладов
        2. Тапаем на карточку доклада
        3. Проверяем, что открылся экран деталей с заголовком
        ","3702","Открытие деталей доклада из списка","tests.talks","Sun Mar 08 19:02:41 UTC 2026","passed","Sun Mar 08 19:02:45 UTC 2026","TestTalksList","test_talks_list","",""
"Проверяем, что кнопка перехода к докладам отображается.","3979","Кнопка 'Все доклады' видима в hero","tests.home","Sun Mar 08 19:01:41 UTC 2026","passed","Sun Mar 08 19:01:45 UTC 2026","TestHomeScreen","test_home","",""
